word,pos,synonym
กล่อม,v,ปลอบ|ขับ|เห่|ปลอบประโลม|กล่อมเกลา|ฟูมฟัก|โอ้โลม|ปลอบขวัญ|บรรเลง|ขับขาน|เห่กล่อม|ปลอบใจ|ละมุน|เกลา|ขับร้อง|นิ่ง|ขับกล่อม|ประโลมใจ|อุ่น|กล่อมใจ
หยาด,n,น้ำ|หยด|หยดน้ำ|เม็ด|น้ำค้าง|หยาดฝน|หยดฝน|พราว|ละออง|หยดใส|น้ำทิพย์|หยาดทิพย์|หยาดใส|หยาดเพชร|หยาดน้ำค้าง|พราวพราย|เม็ดใส|น้ำหยด|หยาดหยด|น้ำทิพย์ใส
แพรว,adj,วาว|วับ|ระยับ|พราว|แวว|สดใส|เปล่งประกาย|สุกใส|กระจ่าง|สว่างไสว|แพรวพราว|ระยิบระยับ|วับวาว|แวววาว|รุ่งเรือง|รุจี|โชติ|ระยับตา|จรัส|ผุดผ่อง
น้ำตา,n,หยาดตา|น้ำเนตร|หยาดน้ำตา|โศก|หยดน้ำตา|ความชื้น|น้ำตาใส|หยาดโศก|น้ำตาไหล|น้ำทิพย์|กระแสชล|น้ำเนตรใส|หยาดเศร้า|หยดน้ำเนตร|หยาดร่วง|น้ำตาหลั่ง|ความเสียใจ|หยาดความรู้สึก|น้ำเนตรหลั่ง|หยาดความหลัง
ตื้น,adj,ไม่ลึก|เบา|บาง|เขิน|ฉาบ|ผิว|ผ่าน|ไม่ลึกซึ้ง|กระแส|ผิวเผิน|ต่ำ|ห่าง|ประเดี๋ยว|เบาบาง|ไม่หยั่งลึก|ตื้นเขิน|พอผ่าน|ฉาบฉวย|พอเห็น|ไม่หยั่งถึง
ผอง,adj,ทั้งหมด|มวล|เหล่า|พรัก|พร้อม|ทุก|บรรดา|ร่วม|กลุ่ม|รวม|มวลหมู่|ทั้งสิ้น|หมู่|เหล่ากอ|พรั่งพรู|ประมวล|บูร|มวลสาร|ทั้งหมดทั้งมวล|พรักพร้อม
ทอ,v,สาน|ถัก|เรียง|ร้อย|สร้าง|ผูก|ประดิษฐ์|ทำ|เชื่อม|แต่ง|ขัด|สร้างสรรค์|รังสรรค์|ทำเป็นผืน|สานต่อ|เชื่อมร้อย|ทำเป็นลาย|ถักทอ|เรียงร้อย|ประสาน
ถัก,v,สาน|ทอ|ร้อย|เรียง|ผูก|เย็บ|สานต่อ|รวม|ประสาน|รวบรวม|ประดิษฐ์|ขัด|ถักทอ|สานเป็นลาย|ร้อยเรียง|สร้าง|ปรุง|แต่ง|ถักสาน|เชื่อม
แทน,v,สลับ|เปลี่ยน|สวม|สวมบท|สนอง|สถาพร|รอง|ต่าง|รับหน้าที่|ทำหน้าที่แทน|สวมรอย|เปลี่ยนตัว|ตอบแทน|โต้|สลับเปลี่ยน|สับเปลี่ยน|แทนที่|สวมแทน|สนองตอบ|ต่างหน้า
ห่ม,v,ปก|คลุม|คลี่|คลุมทับ|กาง|บัง|ห่อ|หุ้ม|โอบ|คลุมร่าง|ปกคลุม|โอบอุ้ม|กางกั้น|รักษา|ป้องกัน|นุ่ง|หุ้มห่อ|โอบอ้อม|ปกป้อง|ปิด
คุ้ม,v,รักษา|ปก|ป้องกัน|ดูแล|ป้อง|กัน|พิทักษ์|ประคอง|ถนอม|ดูแลรักษา|ปกป้อง|พิทักษ์รักษา|ป้องปัด|คุ้มครอง|คุ้มภัย|ดูแลคุ้มกัน|ต้าน|กาง|อารักขา|คุ้มครองภัย
ผ่อน,v,เบา|คลาย|ลด|หยุด|ยั้ง|ชะลอ|อ่อน|ละ|ผ่อนปรน|ลดหย่อน|คลายอารมณ์|ผ่อนคลาย|บรรเทา|ปรับ|ยืด|ปล่อย|ชะลอตัว|ลดลง|อ่อนลง|ผ่อนแรง
หยุด,v,พัก|เลิก|นิ่ง|เว้น|ยุติ|จบ|ระงับ|ถอย|ชะงัก|พักผ่อน|สิ้น|หยุดยั้ง|นิ่งเฉย|พักตัว|ยุติการ|หยุดนิ่ง|เพลา|เพลางาน|ยุติลง|ยับยั้ง
ข่ม,v,กด|ทับ|บังคับ|คุม|ปราบ|กดดัน|บีบ|รัด|กดขี่|ข่มขู่|คุมเข้ม|ควบคุม|กดทับไว้|ปราบปราม|ข่มใจ|บังคับใจ|กดข่ม|กดทับ|อำนาจ|บีบบังคับ
งอแง,adj/v,ดื้อ|รั้น|เอาแต่ใจ|ไม่เชื่อฟัง|โยเย|ร้อง|งอ|ง่วง|อิดออด|ซน|ดื้อดึง|ทำตัว|เรียกร้อง|ไม่นิ่ง|ออดอ้อน|เอาแต่ใจตัว|ทำเป็น|อิด|เอาความ|โยเย
รังแก,v,กด|ขี่|ข่ม|เหง|ลวนลาม|รุกราน|ทารุณ|เบียดเบียน|ทำร้าย|กดขี่ข่มเหง|เหยียดหยาม|รุก|รังคาน|ทำลาย|บีบคั้น|ข่มเหง|ข่มขู่|เบียด|รังควาน|ข่มเหงรังแก
รัง,n,บ้าน|ที่อยู่|ถิ่น|เรือน|แหล่ง|ที่พัก|ฐาน|แหล่งอาศัย|ที่อาศัย|เรือนกาย|ที่หลบภัย|ฐานทัพ|รวง|รวงรัง|เรือนที่พัก|ถิ่นอาศัย|ที่ตั้ง|รังรัก|เรือนพัก|รังนอน
กัน,v/prep,ป้องกัน|กั้น|ต้าน|ขวาง|แยก|ดูแล|ปกป้อง|ห้าม|ขัด|รักษา|ป้องกันภัย|กันไว้|ต้านทาน|แยกออก|กางกั้น|ป้อง|คุ้ม|กั้นไว้|ยับยั้ง|ขัดขวาง
สบ,v,พบ|เจอ|ประสบ|พบเห็น|เห็น|ประสาน|ปะทะ|ประสบพบ|สบตา|เผชิญ|ประจัน|ประสพ|ทัศนา|สบพักตร์|ประสานพบ|เห็นประจักษ์|ประสบพบพักตร์|ประสานใจ|ประจันหน้า|ร่วมสบ
วัน,n,ทิวา|ทิวาสมัย|วันคืน|กาล|สมัย|วาระ|ฤกษ์|ยาม|อโหรา|เวลา|วันเดือน|กำหนด|ตะวัน|อรุณ|ทิวารัตน์|วันเวลา|กาลสมัย|ยามกาล|วันวาร|ทิวาพรรณ
สุดท้าย,adj,ปลาย|ที่สุด|ที่สุดท้าย|บั้นปลาย|จบ|สิ้น|ตระบัด|ที่สุดของกาล|จุดจบ|เบื้องปลาย|วาระสุดท้าย|ท้ายสุด|บทสรุป|ปัจฉิม|ที่สุดประการ|จบสิ้น|สิ้นกาล|จุดหมาย|ปัจฉิมวาระ|ปลายทาง
ความหมาย,n,นัย|อรรถ|นัยสำคัญ|คติ|เหตุผล|เนื้อหา|ประสงค์|จุดมุ่งหมาย|มูลเหตุ|เนื้อความ|นัยยะ|อรรถรส|ความนัย|ใจความ|คำจำกัดความ|ความนัยสาร|เจตนา|แนวคิด|ความเข้าใจ|หลักการ
รอยรัก,n,เครื่องหมายแห่งรัก|ความหลัง|รอยจำ|จารึกรัก|รอยประทับ|รอยแห่งความเสน่หา|รอยใจ|รอยความผูกพัน|สัญลักษณ์แห่งความรัก|ร่องรอยรัก|รอยเสน่หา|รอยตรา|รอยจำฝังใจ|รอยอาลัย|รอยผูกพัน|รอยรักตราตรึง|รอยรักรอยใจ|รอยจารึก|รอยแห่งความหลัง|รอยรักฝังลึก
รอย,n,ทาง|แนว|เครื่องหมาย|ร่อง|ตรา|จารึก|รอยตรา|สัญลักษณ์|พิมพ์|เค้า|ริ้ว|ลาย|รอยประทับ|รอยจาร|รอยขีด|รอยทาง|ร่องรอย|รอยย้ำ|รอยแห่งกาล|รอยผ่าน
ร้อยรึง,v,ผูก|ร้อย|รัด|มัด|เกี่ยว|ประสาน|เกี่ยวพัน|เหนี่ยวรั้ง|พันธนาการ|ผูกพัน|ตรึง|คล้อง|รัดรึง|ร้อยรัด|เกี่ยวกระหวัด|ร้อยโยง|ผูกรัด|ตรึงใจ|ผูกโยง|ร้อยตรึง
รึง,v,ตรึง|รัด|ผูก|รั้ง|เกี่ยว|กระหวัด|พัน|เหนี่ยว|รึงรัด|ผูกรัด|ตรึงจิต|รัดตรึง|ร้อยรึง|ยึด|เกี่ยวกระหวัด|คล้อง|พันผูก|รั้งใจ|เกี่ยวพัน|รัดไว้
ต่อ,v,เชื่อม|สาน|เติม|สืบ|สานต่อ|ประสาน|เรียง|โยง|ผนวก|รวม|ต่อเติม|ติดต่อ|สานสัมพันธ์|สืบต่อ|ผนวกเข้า|เชื่อมโยง|ผูก|ผสาน|โยงใย|เติมเต็ม
หวังดี,adj,เมตตา|ปรารถนาดี|เอื้ออาทร|ห่วงใย|เกื้อกูล|เจตนาดี|มุ่งดี|ความเอื้อเฟื้อ|ไมตรี|ความปรารถนา|ใจเมตตา|มุ่งหมายดี|ใจกว้าง|เอื้อ|เกื้อหนุน|ความมุ่งหวังดี|มิตรไมตรี|เจตจำนงดี|ความห่วงหา|ความมุ่งมั่นดี
แววตา,n,นัยน์ตา|แววเนตร|กระแสตา|สายตา|แววประกาย|ดวงตา|ดวงเนตร|ประกายตา|นัยนา|แววแห่งความรู้สึก|ดวงตาสื่อความ|แววตาสะท้อน|นัยน์เนตร|ประกายเนตร|ตา|จักษุ|แววในตา|กระแสเนตร|มอง|เห็น
เธอ,pron,เจ้า|หล่อน|นวล|นาง|โฉม|ดรุณี|กัลยา|หญิง|จอมใจ|ยอดรัก|นงคราญ|นงเยาว์|แม่หญิง|แม่นาง|โฉมตรู|นางแก้ว|คนงาม|นงลักษณ์|เจ้าตัว|ดวงสมร
วันนั้น,n,กาลก่อน|วันวาน|อดีต|ครานั้น|เวลานั้น|ยามนั้น|เมื่อก่อน|หนหลัง|วันเวลาเดิม|กาลสมัย|อดีตสมัย|คราอดีต|ยามอดีต|ช่วงเวลานั้น|ครั้งกระนั้น|วันแห่งความหลัง|กาลครั้งนั้น|อดีตกาล|วันก่อน|วันคืนผ่าน
ผ่านมา,v,ผ่าน|ล่วงเลย|คล้อย|คลื่น|พ้น|พ้นไป|ล่วงผ่าน|จาง|หาย|เลย|พ้นจาก|ผ่านพ้น|ล่วงลับ|เคลื่อนคล้อย|จางหาย|พ้นผ่าน|ผ่านทาง|ล่วงไป|เลื่อนผ่าน|เลยไป
ลืมเลือน,v,เลือน|หาย|จาง|ลืม|ราง|จางหาย|เลือนราง|หลงลืม|จางไป|หายไป|ลืมหาย|เลือนลับ|รางเลือน|เลือนหาย|จางลง|ลับเลือน|ลืมลับ|ลืมจาง|หายไปกับกาล|ลืมสิ้น
ความจริง,n,สัจจะ|ความแท้|ธรรม|สภาวะ|เนื้อหา|ประจักษ์|ความเที่ยง|แท้|ความถ่องแท้|สัจธรรม|ความจริงแท้|ความแจ่มแจ้ง|ความกระจ่าง|สิ่งที่เป็น|ภาวะจริง|หลักจริง|ข้อเท็จจริง|ความแน่นอน|เนื้อความจริง|ความจริงใจ
หมอง,adj,เศร้า|หม่น|มัว|เศร้าหมอง|หม่นหมอง|มัวหมอง|ขุ่น|ขุ่นมัว|ซึม|โทรม|เศร้าสร้อย|มืด|หม่นแสง|หม่นใจ|มัวใจ|เศร้าซึม|หม่นเทา|มัวมืด|ขุ่นเคือง|เศร้าจาง
แยกทาง,v,จาก|ลา|ร้าง|ห่าง|ทาง|แยก|เลิก|ห่างเหิน|ห่างไกล|ลาร้าง|ร้างรา|จากลา|แยกย้าย|ทางใครทางมัน|ห่างจาก|ร้างไป|ลาจาก|ห่างแยก|ล่วงหน้า|แยกตัว
จากกัน,v,ลา|ร้าง|ห่าง|แยก|จร|ลาจาก|ร้างรา|ห่างเหิน|พราก|ห่างไกล|แยกย้าย|ลาลับ|ร้างไกล|จรไกล|ห่างหาย|เลิกรา|ละ|ปลีกตัว|พ้นทาง|ทิ้งห่าง
นานเนิ่น,adv,ช้านาน|เนิ่นนาน|นานโข|ยาวนาน|นานปี|นานนัก|กาลนาน|ช้านานกาเล|ช่วงยาว|นานเต็มที|นานวัน|ยาวนานนัก|ยืดยาว|เนิ่นช้า|นานนักหนา|กาลยาว|เนิ่นนานนัก|ผ่านไปนาน|ช่วงเวลาช้า|เนิ่นนานปี
เนิ่น,adv,ช้า|นาน|ชะลอ|ยืด|ทอดเวลา|ช้าๆ|นานช้า|เฉื่อย|ค่อยเป็นค่อยไป|ยืดเยื้อ|เนิ่นนาน|กินเวลา|ยืดยาว|ล่าช้า|ถ่วงเวลา|ยื้อ|ช้าไป|กาลเนิ่น|นานกาล|เนิ่นกาล
มากเกิน,adv,เหลือ|ล้น|เกินไป|ล้นเหลือ|ท่วมท้น|เกินเหตุ|เกินควร|มากมาย|เกินประมาณ|มหาศาล|เหลือล้น|ล้นพ้น|เกินตัว|เหลือเกิน|เกินประมาณ|ล้นเกิน|เกินจุด|เกินคาด|เกินความหมาย|ท่วมท้นไป
หมองหมาง,adj,หมางเมิน|ระคาย|ขุ่นเคือง|เคือง|ไม่ถูกกัน|ห่างเหิน|บาดหมาง|กินแหนง|แคลงใจ|ขัดเคือง|ผิดใจ|ห่างจาง|ไม่สนิทใจ|ระแวง|หมางใจ|ขุ่นใจ|ขัดแย้ง|บาดใจ|เคืองขุ่น|ไม่รื่นรมย์
หมาง,v,เมิน|เฉย|ห่าง|หมางเมิน|แคลง|ระคาย|เว้นระยะ|ทิ้งช่วง|จาง|ห่างใจ|ละเลย|จางหาย|ไม่สนใจ|หมางใจ|เหินห่าง|ห่างกัน|ห่างออก|ทิ้งห่าง|เมินเฉย|เหิน
กลับ,v,คืน|ย้อน|หวน|หัน|คืนมา|ย้อนมา|หวนคืน|กลับคืน|ย้อนกลับ|หันมา|คืนถิ่น|คืนเดิม|ย้อนถอย|ผัน|หันหลัง|กลับไป|หวนระลึก|คืนย้อน|ย้อนคืน|หันย้อน
จืดจาง,adj,จืด|หาย|ราง|เลือน|จาง|เบาบาง|คลาย|ลดน้อย|จางหาย|เลือนลาง|หมดรส|หมดนัย|จืดสนิท|จางลง|ลดถอย|ค่อยๆ หาย|จางไป|เลือนจาง|รางเลือน|ลดระดับ
จืด,adj,ไร้รส|ไม่เข้มข้น|ชืด|เบา|บาง|เฉย|ไม่น่าสนใจ|จืดสนิท|รสจาง|เบาบางลง|ไม่มีสีสัน|จาง|จืดชืด|ไร้ชีวิต|ลดความหมาย|ลดความสำคัญ|ราบเรียบ|จืดจาง|เบาลง|รสจางลง
ประทิ่น,n,น้ำหอม|กลิ่นหอม|สุคนธ์|อบร่ำ|กลิ่นร่ำ|หอมละมุน|กลิ่นอบ|น้ำปรุง|เครื่องหอม|ไอหอม|อบร่ำหอม|สุคนธรส|กลิ่นอวล|ประทินผิว|เครื่องหอมปรุง|ละอองหอม|กลิ่นประทิน|อบหอม|กลิ่นกรุ่น|ไออบ
ไล้,v,ทา|ลูบ|แต้ม|ทาเบา|บรรจงทา|ประทิน|สัมผัส|แตะแต้ม|ลูบไล้|ประพรม|คลึง|ทาบาง|เคลือบ|นวด|แตะ|แตะเบา|ไล้ผิว|ประทินโฉม|ลูบคลึง|ไล้เลื่อน
ไล้โลม,v,ลูบคลึง|สัมผัส|ปลอบประโลม|ออดอ้อน|แตะแต้ม|เกลี้ยกล่อม|เคล้าคลึง|โอบกอด|สัมผัสอ่อนโยน|ลูบไล้|คลอเคลีย|สัมผัสละมุน|นวดเฟ้น|โอ้โลม|ปลอบใจ|เกลา|เคล้า|โลมไล้|ประทิน|ประคอง
ลูบ,v,สัมผัส|คลึง|ไล้|แตะ|คลำ|นวด|ประคอง|ถนอม|ลูบคลึง|สัมผัสเบา|ไล้เลื่อน|ลูบไล้|ประคบ|ลูบไล้คลำ|สัมผัสอ่อน|โอบ|ประคองลูบ|ประทิน|ลูบไล้เบา|ไล้สัมผัส
จูบ,v,หอม|สัมผัสด้วยปาก|แนบชิด|ปลอบประโลม|จุ๊บ|แตะ|แนบ|จุมพิต|จูบไล้|ประทับรอย|จูบตอบ|สัมผัสใจ|แนบสนิท|จุมพิตเบา|หอมละมุน|แตะสัมผัส|จูบเบา|แนบกาย|จูบอุ่น|สัมผัสรัก
ปอย,n,ช่อ|กลุ่ม|กระจุก|ปอยผม|ส่วน|เส้นสาย|กระจุกผม|มัด|เส้นผม|ช่อผม|กลุ่มผม|เส้นผมรวม|ส่วนผม|ปอยย่อย|กลุ่มเส้น|ช่อเส้น|กลุ่มย่อย|เส้นรวม|กลุ่มรวบ|เส้นกระจุก
ปอยผม,n,เส้นผม|กระจุกผม|ช่อผม|มวยผม|ผมช่อ|เส้นผมกลุ่ม|ปอย|ผมสลวย|เส้นผมย่อย|ริ้วผม|ผมรวมกลุ่ม|กระจุกเส้นผม|ผมช่อเล็ก|กลุ่มเส้นผม|ผมปอย|เส้นผมสลวย|เรือนผม|ผมย่อย|กลุ่มผมรวบ|ปอยผมงาม
เลื่อนลูบ,v,ไล้|ลูบไล้|สัมผัส|เลื่อนไล้|เคลื่อนสัมผัส|ลูบเลื่อน|ไล้เลื่อน|สัมผัสผ่าน|เลื่อนผ่าน|ลูบไล้ผ่าน|เคล้า|ไล้ผ่าน|ลูบเบา|สัมผัสเบา|เคลื่อนลูบ|ลูบไล้เบา|ไล้คลึง|เลื่อนสัมผัส|ลูบช้า|ไล้ช้า
ชวนชม,v,น่ามอง|น่านิยม|น่าดู|ชวนมอง|งามตา|งดงาม|น่าพิศ|ชวนพิศ|ตรึงตา|น่าหลงใหล|น่าชม|ควรชม|งามงด|น่าสนใจ|ดึงดูด|ต้องตา|พิศวง|ชวนเพลิน|น่าหลง|งามชวน
ชวน,v,เชิญ|เชื้อเชิญ|โน้มน้าว|ดึงดูด|กระตุ้น|เรียกร้อง|นำ|นำพา|จูงใจ|สะกิด|บอก|ชี้|ชักจูง|เชิญชวน|เรียก|ชวนเชื่อ|โน้ม|เชื้อ|ดึง|เตือน
อารมณ์,n,ความรู้สึก|จิตใจ|นึกคิด|ห้วงจิต|ใจ|ความในใจ|กมล|มโน|มโนภาพ|ภาวะจิต|กระแสใจ|ความรู้สึกนึกคิด|ทัศนะ|วิสัย|จิต|อารมณ์ขัน|ความรู้สึกใน|จิตวิญญาณ|ห้วงคิด|ใจคอ
ลง,v,ลด|ต่ำ|ตก|วาง|จม|ลาด|ลดระดับ|เคลื่อนต่ำ|ตกไป|วางลง|หันไป|ลดลง|ตกลง|ลาดลง|เคลื่อนที่ลง|วางตัว|ลดต่ำ|ลงสู่|เคลื่อนลง|ทอดลง
ไม่ลง,v,ไม่ตกลง|ไม่ลด|ไม่เลิก|ไม่ไป|ไม่เข้า|ไม่วาง|ไม่จม|ไม่ต่ำ|ไม่ลดระดับ|ไม่จบ|ไม่ตกลงใจ|ไม่ลดละ|ไม่คล้อย|ไม่ต่ำลง|ไม่ยอมลง|ไม่ไปสู่|ไม่จมลง|ไม่ทอดลง|ไม่คล้อยตาม|ไม่วางลง
ถ้า,conj,หาก|เมื่อ|แม้น|หากว่า|ในเมื่อ|ประหนึ่งว่า|หากแม้น|หากเป็น|คราใด|หากกาล|เมื่อใด|ในกรณี|หากหาก|สมมติ|แม้นว่า|เมื่อเป็น|หากปรากฏ|หากเกิด|หากว่าด้วย|แม้นกาล
ถาม,v,ซัก|ไต่ถาม|สอบ|สอบถาม|ถามไถ่|สอบสวน|ตรัสถาม|สืบ|สืบถาม|ไขความ|ถามหา|ไต่|ถามไถ่ความ|ขอทราบ|ซักถาม|ไขข้อสงสัย|ถามนำ|ปรึกษา|ถามใจ|สอบความ
เพื่อ,prep,สำหรับ|มุ่ง|หมาย|ด้วย|โดย|เพื่อที่|เพื่อจะ|เพื่อหมาย|มุ่งหวัง|สำหรับกาล|อาศัย|เพื่อการ|เพื่อประสงค์|สำหรับที่จะ|เพื่อได้|มุ่งสู่|อันจะ|เพื่อนำ|อาศัยเพื่อ|เพื่อเป็น
ปลุก,v,ตื่น|เร้า|กระตุ้น|ปลุกเร้า|เรียก|ปลุกให้ตื่น|สะกิด|ชวน|กระตุ้นเตือน|รุก|ตื่นเถิด|เรียกขาน|กระตุ้นใจ|เร้าใจ|ปลุกจิต|ปลุกใจ|เตือนสติ|เรียกสติ|สร้างพลัง|ปลุกพลัง
ปลุกปลอบ,v,ปลอบ|ปลอบประโลม|ดูแล|บรรเทา|ฟื้น|ฟูใจ|ปลอบขวัญ|ปลอบใจ|เกื้อหนุน|ดูแลใจ|ปลอบโยน|ให้กำลังใจ|ฟื้นใจ|ปลอบประโลมใจ|ฟูมฟัก|เติมใจ|ประโลม|ประคองใจ|ปลอบขวัญใจ|เติมกำลัง
ตอบ,v,โต้|โต้ตอบ|สนอง|เฉลย|ชี้แจง|ไข|ตอบกลับ|ย้อน|ขาน|ไขคำ|ตอบรับ|แก้|ไขความ|ตอบคำ|สนองตอบ|ตอบแทน|โต้กลับ|ตอบให้รู้|เฉลยความ|ไขกระจ่าง
ไถ่,v,ถาม|ไถ่ถาม|สืบ|ไต่|ถามไถ่|ไถ่ถามความเป็นไป|สอบถาม|สืบความ|ถามข่าว|สืบข่าว|ไขข้อ|ถามความ|สอบไถ่|ถามไถ่ทุกข์สุข|สืบรู้|ไขความ|สืบสวน|ไต่สวน|ถามไถ่ความ|ไขนัย
เย้ย,v,ล้อ|เยาะ|เย้ยหยัน|ล้อเลียน|ดูแคลน|เหยียด|หยัน|หมิ่น|ดูหมิ่น|เยาะเย้ย|หยาม|ล้อเล่น|ลบหลู่|ล้อหยอก|เย้ยถัน|เหยียดหยาม|ดูแคลน|เย้ยลับ|หัวเราะเยาะ|หยันใจ
คำถาม,n,ข้อสงสัย|ปัญหา|ประเด็น|ความสงสัย|คำไข|ข้อซักถาม|สิ่งที่ถาม|ปุจฉา|ข้อถาม|คำถามใจ|ข้อสงสัยใจ|ประเด็นถาม|ไขปัญหา|ข้อไต่ถาม|ประเด็นความ|คำซัก|ข้อความถาม|คำไถ่|ข้อไข|ข้อถก
ทำไม,adv,เหตุใด|เพราะเหตุใด|ไฉน|ด้วยเหตุใด|อันใด|เหตุไร|ไย|อย่างไร|เพราะอะไร|ด้วยเหตุผลใด|เหตุใดหนอ|เหตุฉะไหน|เพราะปัจจัยใด|เป็นเหตุใด|ถามเหตุ|ด้วยเหตุ|เหตุใดเล่า|เพราะอะไร|ไยเล่า|ไฉนเล่า
ไย,adv,ทำไม|ไฉน|เหตุใด|ไยเล่า|เพราะเหตุใด|เหตุใด|ด้วยเหตุใด|เหตุไร|เพราะเหตุใด|ไฉนเล่า|ทำไมหนอ|เพราะอะไร|เหตุใดหนอ|ทำไมเล่า|ไฉนจึง|เพราะเหตุใดกัน|ด้วยเหตุใดเล่า|เหตุไรเล่า|ไฉนหนอ|เหตุใดนั่น
ไพ,v,ไป|เยือน|ผ่าน|จร|ท่องเที่ยว|สัญจร|ล่วง|เดินทาง|ร่อน|เร่|เลียบ|เลาะ|ผ่านทาง|ไพไป|จรลี|ท่อง|เดิน|เคลื่อน|เร่ไป|ผ่านพ้น
ถาง,v,แผ้ว|แผ้วถาง|ตัด|ทำลาย|เบิก|กำจัด|กำจัดพืช|เคลียร์|ปรับ|หักร้าง|ตัดกอ|ถางพง|แผ้วทาง|ปรับพื้นที่|ทำลายรก|เปิดทาง|แผ้วพง|หัก|เคลียร์ทาง|เบิกทาง
อย่าง,prep,เช่น|ประหนึ่ง|ปาน|ดั่ง|เสมือน|ท่า|ท่วง|อาการ|ลักษณะ|แบบ|เฉก|ประดุจ|ประหนึ่งว่า|เช่นนั้น|รูปแบบ|อาการที่|ลักษณะที่|ดั่งเช่น|ท่วงที|เยี่ยง
เลือดเย็น,adj,โหด|ร้าย|ใจดำ|อำมหิต|ไร้ความรู้สึก|เย็นชา|ไร้เมตตา|โหดเหี้ยม|ใจแข็ง|โหดร้าย|ปราศจากปรานี|ไร้ใจ|อำมหิตจิต|เย็นเฉียบ|ปราศจากเมตตา|ใจเย็น|เลือดเย็น|อำมหิต|ปราศจากปราณี|ไร้ความปรานี
ไยไพ,v_phrase,จะไปทำไม|เหตุใดต้องไป|ไฉนจึงจร|ทำไมต้องจาก|เหตุไรต้องเดินทาง|ไฉนต้องผละ|เหตุใดต้องพราก|ทำไมต้องจร|ด้วยเหตุใดจึงไป|ไฉนต้องเร่|เหตุใดต้องเคลื่อน|ไฉนจึงลา|เหตุใดต้องหนี|ทำไมต้องทิ้ง|ไฉนจึงห่าง|เหตุใดต้องร้าง|ทำไมต้องจร|ด้วยเหตุใดต้องไป|ไฉนต้องผินหลัง|เหตุใดต้องผ่าน
ก่อน,prep,เบื้องหน้า|แต่เดิม|แต่ก่อน|ก่อนหน้า|กาลก่อน|ลำดับแรก|เบื้องต้น|ก่อนกาล|สมัยก่อน|ปฐม|นำหน้า|อดีต|เมื่อครั้ง|ก่อนโน้น|ยุคก่อน|เบื้องหลัง|ลำดับนำ|ต้นทาง|ก่อนเวลา|ก่อนกาลเวลา
ง้องอน,v,ออดอ้อน|ง้อ|รบเร้า|ออเซาะ|ออด|ประจบ|เอาใจ|รบเร้าเอาใจ|ทอดสะพาน|ออดอ้อนออเซาะ|ทำงอนง้อ|พะเน้าพะนอ|อ้อนวอน|ประเล้าประโลม|หยอกล้อ|ง้อแง|อ้อน|ทำนองงอน|กระเซ้า|อ้อนรบเร้า
ง้อ,v,อ้อน|เอาใจ|ประจบ|ปลอบ|ปลอบประโลม|รบเร้า|ออเซาะ|ออด|พะเน้าพะนอ|ประเล้าประโลม|ขอคืนดี|ง้องอน|อ้อนวอน|ขอโทษ|ขออภัย|ประคองใจ|ชวนคุย|รบเร้าขอใจ|ง้อใจ|ชวนคืนดี
งอน,v,โกรธ|เคือง|ไม่พอใจ|ทำงอน|แง่งอน|น้อยใจ|ขัดใจ|บึ้ง|ตึง|ไม่สบอารมณ์|ประชด|ขุ่นเคือง|โกรธเคือง|ไม่พูดจา|น้อยใจทำงอน|แง่งอนทำบึ้ง|ถือโกรธ|บึ้งตึง|แง่งอนแสนงอน|ขุ่นใจ
ทุกที,adv,เสมอ|เป็นประจำ|ตลอด|ทุกครั้ง|ทุกเมื่อ|คราใด|ยามใด|เป็นนิจ|ทุกครา|เสมอมา|ทุกเวลา|ดั่งเดิม|ทุกคราว|ทุกสมัย|ไม่เคยเปลี่ยน|ทุกยาม|ทุกโอกาส|เสมอต้นเสมอปลาย|ทุกครั้งคราว|เป็นนิสัย
ที,n,ครั้ง|ครา|รอบ|โอกาส|ลำดับ|คราว|จังหวะ|เที่ยว|คราวหนึ่ง|วาระ|จังหวะเวลา|ลำดับคราว|รอบที|คราวที่|โอกาสที่|วาระที่|ครั้งคราว|เที่ยวที่|ช่วง|จังหวะครั้ง
ยา,n,โอสถ|เภสัช|ตัวยา|เครื่องรักษา|สิ่งที่เยียวยา|ของแก้|โอสถสาร|ยารักษา|สมุนไพร|ยาใจ|เครื่องระงับ|เครื่องบำบัด|สารรักษา|มวลยา|เครื่องปรุง|โอสถทิพย์|ยาสมาน|เครื่องเยียวยา|ตัวยาบำบัด|ยารักษาใจ
ซ่อนเร้น,v,ปิดบัง|อำพราง|หลบ|เลี่ยง|ปกปิด|พราง|เร้นลับ|ลับ|ไม่เปิดเผย|ลับเร้น|อำพราง|ซ่อน|เร้น|ปิดซ่อน|พรางตา|ปกปิดมิดชิด|ซ่อนความ|หลบเร้น|อำพรางความ|เร้นกาย
อำพราง,v,ปิดบัง|พราง|ปิดซ่อน|อำ|บัง|ซ่อนเร้น|ปกปิด|อำพรางความ|พรางตา|ทำเป็นไม่เห็น|เร้น|ปิดมิด|ซ่อน|ซ่อนเร้น|ปิดตา|ปิดบังอำพราง|หลบตา|ปิดบังพราง|ปกปิดร่องรอย|อำพรางรอย
